measurement.ID,sites.sitename,plot.name,stand.age,dominant.life.form,dominant.veg,scientific.name,veg.notes,variable.name,date,date.loc,start.date,start.date.loc,end.date,end.date.loc,mean,n,stat.name,stat,area.sampled,notes,method.ID,allometry_1,allometry_2,min.dbh,depth,covariate_1,coV_1.value,covariate_2,coV_2.value,conflicts,R.group,S.group,D.group,D.precedence,conflict.type,D.precedence.measurement.ID,conflicts.notes,citation.ID,loaded.from,source.notes,measurement.ID.v1,loaded.by,checked.ori.pub,ForC.investigator,required.citations,flag.suspicious
8375,Loobos,Managed scots pine plantation,92,woody,2TEN,Pinus sylvestris,PISY,NPP_1_C,NA,9,2000,8,2002,8,4.2,NAC,NAC,NAC,NAC,NA,162,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8377,Loobos,Managed scots pine plantation,92,woody,2TEN,Pinus sylvestris,PISY,NPP_2_C,NA,9,2000,8,2002,8,6.87,NAC,NAC,NAC,NAC,NA,162,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Bascietto_2003_dots,Luyssaert_2007_cbob,NA,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8426,Lookout Mountains 1,recently disturbed,8,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.69,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8429,Lookout Mountains 1,recently disturbed,8,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,0.9,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8438,Lookout Mountains 2,Managed,26,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,6.27,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8441,Lookout Mountains 2,Managed,26,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,4.75,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8450,Lookout Mountains 3,Managed,31,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,4.22,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8453,Lookout Mountains 3,Managed,31,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,3.74,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8462,Lookout Mountains 4,Managed,46,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,5.04,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8465,Lookout Mountains 4,Managed,46,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,3.73,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8474,Lookout Mountains 5,NI,111,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,4.36,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8477,Lookout Mountains 5,NI,111,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8486,Lookout Mountains 6,NI,85,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,6.38,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8489,Lookout Mountains 6,NI,85,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,4.95,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
8576,Lubumbashi,Lubumbashi,122,woody,2TDB,NA,NAC,ANPP_2_OM,NA,9,1968,8,1972,8,11.1,NAC,NAC,NAC,NAC,PA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,1918,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
8578,Lubumbashi,Lubumbashi,122,woody,2TDB,NA,NAC,NPP_1_OM,NA,9,1968,8,1972,8,12.6,NAC,NAC,NAC,NAC,PA+PB,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,1920,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
8582,Lubumbashi,Lubumbashi,153,woody,2TDB,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,5.27,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Olson_2001_nm,Luyssaert_2007_cbob,NA,2151,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
8584,Lubumbashi,Lubumbashi,153,woody,2TDB,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,5.99,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Olson_2001_nm,Luyssaert_2007_cbob,NA,2153,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
8792,Luquillo,unmanaged,62,woody,2TEB,NA,NAC,ANPP_2_C,1992,8,NA,9,NA,9,4.8,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,prim ref: Lugo  1999 (citation incomplete),2017,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
8794,Luquillo,unmanaged,62,woody,2TEB,NA,NAC,NPP_1_C,1992,8,NA,9,NA,9,9.33,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,prim ref: Lugo  1999 (citation incomplete),2019,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9038,Maui 1,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,4.735,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2182,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9040,Maui 1,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,9.563,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2184,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9044,Maui 2,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,5.205,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2185,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9046,Maui 2,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,9.734,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2187,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9050,Maui 3,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,4.83,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2188,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9052,Maui 3,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,8.513,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2190,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9056,Maui 4,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,4.625,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2191,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9058,Maui 4,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,8.408,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2193,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9062,Maui 5,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,3.655,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2194,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9064,Maui 5,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,6.193,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2196,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9068,Maui 6,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,ANPP_2_C,NA,9,1996,5,1997.99726,5,2.085,NAC,NAC,NAC,NAC,NA,NAC,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2197,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9070,Maui 6,unmanaged upland tropical forest,999,woody,2TEB,NA,NAC,NPP_1_C,NA,9,1996,5,1997.99726,5,3.877,NAC,NAC,NAC,NAC,NA,83,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Schuur_2005_ntfm,Luyssaert_2007_cbob,NA,2199,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd,0
9080,Meathop,NI,85,woody,2TDB,NA,NAC,ANPP_2_C,NA,9,1967,8,1972,8,4.66,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9082,Meathop,NI,85,woody,2TDB,NA,NAC,NPP_1_C,NA,9,1967,8,1972,8,5.93,NAC,NAC,NAC,NAC,NA,120,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,DeAngelis_1981_pofe,Luyssaert_2007_cbob,original sources listed in DeAngelis_1981_pofe,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9147,Metolius 1,Managed,23,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.97,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,"Original source: Law, pers. comm. Site reference: Law 2004.",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9150,Metolius 1,Managed,23,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,1.08,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,"Original source: Law, pers. comm. Site reference: Law 2004.",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9154,Metolius 1,Managed,23,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,2.58,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,"Original source: Law, pers. comm. Site reference: Law 2004.",NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9170,Metolius 10,unmanaged,190,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,2.14,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9173,Metolius 10,unmanaged,190,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.42,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9177,Metolius 10,unmanaged,190,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,4.1,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9193,Metolius 11,unmanaged,316,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.92,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9196,Metolius 11,unmanaged,316,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,1.02,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9200,Metolius 11,unmanaged,316,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,2.14,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9216,Metolius 2,recently disturbed,9,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.56,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9219,Metolius 2,recently disturbed,9,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,0.65,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9223,Metolius 2,recently disturbed,9,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,1.1,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9239,Metolius 3,Managed,16,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,0.55,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9242,Metolius 3,Managed,16,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,0.62,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9246,Metolius 3,Managed,16,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,1.49,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9262,Metolius 4,Managed,69,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,2.1,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9265,Metolius 4,Managed,69,woody,2TEN,NA,NAC,ANPP_2_C,2001,8,NA,9,NA,9,2.37,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9269,Metolius 4,Managed,69,woody,2TEN,NA,NAC,NPP_1_C,2001,8,NA,9,NA,9,3.56,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NAC,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
9285,Metolius 5,Managed,56,woody,2TEN,NA,NAC,ANPP_1_C,2001,8,NA,9,NA,9,1.71,NAC,NAC,NAC,NAC,NA,221,NAC,NA,NAC,NA,NA,NA,NA,NA,I,NA,NA,NA,NA,NA,NAC,NA,Luyssaert_2007_cbob,Luyssaert_2007_cbob,original source:pers. comm. Law,NA,Maria M. H. Wang,0,"Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu",Anderson-Teixeira_2018_fagd,0
