Index,Lat,Long,Age_yr,AgeClass,BiomassRoot_gm2,BiomassAGW_gm2,BiomassFoliage_gm2,BiomassFruit_gm2,BiomassTotal_gm2,NPPRoot_gm2y,NPPAGW_gm2y,NPPFoliage_gm2y,NPPFruit_gm2y,NPPTotal_gm2y,Lgs_mo,MAT_C,GST_C,MAinvBT_eV-1,GSinvBT_eV-1,MAP_mm,GSP_mm,LeafType,BiomeClimate,BiomeSource,TEB_DD,Fertility,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
559,36.13,110.91,60,51-100,1999,5292,572,,7863,72,191,572,,835,7,8.333333333,15.6,41.27557969,40.20021775,665.9,599.1,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
560,36.15,111.02,67,51-100,1108,5750,597,,7455,36,186,597,,819,7,8.433333333,15.7,41.26096961,40.18643466,663,596.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
561,36.17,111.04,49,0-50,962,4327,439,,5728,42,190,439,,671,7,8.758333333,16.11428571,41.21436276,40.12876811,663,596.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
562,36.27,110.64,56,51-100,1771,5973,593,,8337,68,230,593,,891,7,9.6,17.02857143,41.09248999,40.00249543,610.8,553.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
563,36.27,110.96,56,51-100,950,4830,519,,6299,36,186,519,,741,7,8.758333333,16.11428571,41.21436276,40.12876811,635.2,574,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,8.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
564,36.3,111.67,50,0-50,918,2916,322,,4156,39,125,322,,486,8,12.65,18.575,40.65461057,39.79838306,527.4,496.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
565,36.33,111.29,40,0-50,1952,4601,554,,7107,104,245,554,,903,7,8.3,15.6,41.28096641,40.20035898,649.5,585.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
566,36.37,111.87,51,51-100,2367,6481,700,,9548,100,272,700,,1072,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
567,36.38,110.6,41,0-50,1701,5016,358,,7075,109,321,179,,609,7,10.475,18.04285714,40.96723897,39.86329285,568.8,518.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,8.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
568,36.42,111.29,50,0-50,1354,7595,801,,9750,58,326,801,,1185,7,7.983333333,15.34285714,41.328296,40.23619847,640.9,579.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
569,36.42,111.94,76,51-100,1380,6270,678,,8328,39,180,678,,897,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
570,36.45,111.94,71,51-100,1205,8114,839,,10158,37,248,839,,1124,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
571,36.47,111.91,56,51-100,1535,6616,687,,8838,59,254,687,,1000,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
572,36.48,111.85,45,0-50,1648,5316,379,,7343,97,313,190,,600,7,11.36666667,18.84285714,40.83721377,39.75395788,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
573,36.48,111.94,51,51-100,1444,4887,519,,6850,61,206,519,,786,7,7.975,15.25714286,41.32844646,40.24807111,644.6,581.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,31.65,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
574,36.52,111.92,36,0-50,1429,3263,350,,5042,84,193,350,,627,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
575,36.52,112,60,51-100,1578,3035,326,,4939,57,109,326,,492,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
576,36.55,111.92,56,51-100,2673,7768,889,,11330,103,298,889,,1290,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
577,36.55,111.96,50,0-50,1765,4470,483,,6718,76,192,483,,751,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
578,36.57,111.94,43,0-50,1123,4291,453,,5867,56,213,453,,722,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
579,36.6,111.22,58,51-100,2816,7721,587,,11124,132,362,294,,788,7,7.375,14.75714286,41.41842152,40.31809273,641.6,580.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
580,36.6,111.94,66,51-100,2725,7105,557,,10387,114,297,279,,690,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.15,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
581,36.62,112.01,54,51-100,1821,7949,817,,10587,72,316,817,,1205,7,7.008333333,14.3,41.47140044,40.38204863,661,596.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
582,36.63,113.33,36,0-50,2015,4530,401,,6946,145,325,201,,671,7,8.808333333,16.21428571,41.20747418,40.11489553,629.8,573.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
583,36.65,111.92,73,51-100,1407,8660,871,,10938,42,257,871,,1170,7,7.933333333,15.27142857,41.33530354,40.24607374,629.1,569.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
584,36.67,111.27,34,0-50,1942,5307,597,,7846,121,331,597,,1049,7,7.283333333,14.74285714,41.43299811,40.32018784,627.8,569.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
585,36.67,111.94,52,51-100,2036,7730,830,,10596,84,319,830,,1233,7,6.908333333,14.27142857,41.48715883,40.38616796,646.5,584.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
586,36.67,112.07,38,0-50,1941,6250,648,,8839,109,349,648,,1106,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
587,36.67,112.07,61,51-100,1395,6734,711,,8840,49,238,711,,998,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
588,36.68,112.1,51,51-100,1812,7133,737,,9682,76,300,737,,1113,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
589,36.68,113.3,39,0-50,1651,6816,697,,9164,90,371,697,,1158,7,7.491666667,14.88571429,41.40115873,40.30005365,665.5,604.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
590,36.7,113.28,33,0-50,1818,5450,392,,7660,141,423,196,,760,7,7.491666667,14.88571429,41.40115873,40.30005365,665.5,604.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
591,36.7,111.18,54,51-100,1381,8508,860,,10749,55,338,860,,1253,7,7.283333333,14.74285714,41.43299811,40.32018784,622.4,564.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
592,36.73,111.29,37,0-50,1402,3155,372,,4929,80,181,372,,633,7,7.283333333,14.74285714,41.43299811,40.32018784,622.4,564.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
593,36.73,112.1,66,51-100,1027,5820,603,,7450,34,191,603,,828,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
594,36.75,111.99,61,51-100,1809,7786,821,,10416,64,276,821,,1161,7,6.908333333,14.27142857,41.48715883,40.38616796,646.5,584.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,3.45,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
595,36.75,112.48,81,51-100,1351,7069,741,,9161,36,190,741,,967,7,7.841666667,15.21428571,41.34920701,40.25411689,623.8,566.1,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
596,36.77,111.2,51,51-100,1305,6149,631,,8085,55,258,631,,944,7,7.283333333,14.74285714,41.43299811,40.32018784,627.8,569.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
597,36.77,111.96,48,0-50,2478,7067,765,,10310,111,315,765,,1191,7,6.908333333,14.27142857,41.48715883,40.38616796,646.5,584.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
598,36.77,112.05,53,51-100,1384,5307,575,,7266,56,215,575,,846,6,5.008333333,13.28333333,41.7699246,40.52364844,712.1,599.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
599,36.77,112.14,53,51-100,2561,7955,859,,11375,104,322,859,,1285,7,7.775,15.15714286,41.35920866,40.26212708,712.1,640.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
600,36.78,112.17,54,51-100,2033,7547,793,,10373,81,301,793,,1175,7,7.775,15.15714286,41.35920866,40.26212708,622.4,564.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
601,36.8,111.2,45,0-50,924,7518,737,,9179,44,357,737,,1138,7,7.775,15.15714286,41.35920866,40.26212708,627.8,569.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
602,36.8,111.92,58,51-100,1567,7507,778,,9852,58,279,778,,1115,7,6.908333333,14.27142857,41.48715883,40.38616796,646.5,584.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,28.8,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
603,36.82,113.33,35,0-50,935,4627,465,,6027,57,280,465,,802,7,7.491666667,14.88571429,41.40115873,40.30005365,665.5,604.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
604,36.83,111.2,52,51-100,1295,6039,609,,7943,53,249,609,,911,7,7.283333333,14.74285714,41.43299811,40.32018784,627.8,569.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
605,36.85,113.35,30,0-50,1380,4442,301,,6123,117,376,151,,644,7,9.708333333,17.25714286,41.07782266,39.97100377,668.7,607.8,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
606,36.87,110.71,21,0-50,1529,3496,299,,5324,178,408,150,,736,7,8.566666667,16.24285714,41.24687047,40.1114205,571.2,522.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
607,36.9,111.11,51,51-100,1654,6009,625,,8288,70,253,625,,948,7,6.783333333,14.31428571,41.50820684,40.38042719,623.1,566.3,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
608,36.9,111.99,60,51-100,1539,4347,472,,6358,55,156,472,,683,7,9.016666667,16.48571429,41.17795223,40.07750003,563.6,513.8,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
609,36.97,112.08,55,51-100,1073,4838,498,,6409,42,189,498,,729,7,5.875,13.24285714,41.64121657,40.53132102,667.3,603.2,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
610,37.03,111.11,59,51-100,1873,8466,924,,11262,68,316,924,,1307,7,6.783333333,14.31428571,41.50820684,40.38042719,615.1,559.9,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
611,37.05,111.11,46,0-50,2072,7895,818,,10785,96,367,818,,1281,7,6.491666667,14.08571429,41.55241111,40.41260933,615.1,559.9,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
612,37.05,111.29,74,51-100,1578,4624,545,,6747,46,136,545,,727,7,6.058333333,13.6,41.61625914,40.48100272,630.6,572.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
613,37.05,113.5,60,51-100,1504,8617,882,,11003,54,309,882,,1245,7,6.691666667,14.14285714,41.5204251,40.40432403,690,626.1,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
614,37.07,111.31,61,51-100,1400,6222,632,,8254,50,221,632,,903,7,6.058333333,13.6,41.61625914,40.48100272,630.6,572.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
615,37.12,111.11,76,51-100,1793,7753,808,,10354,51,222,808,,1081,7,6.491666667,14.08571429,41.55241111,40.41260933,615.1,559.9,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
616,37.12,111.2,59,51-100,1636,4401,477,,6514,60,160,477,,697,7,6.058333333,13.6,41.61625914,40.48100272,630.6,572.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
617,37.12,111.38,36,0-50,1390,4426,496,,6312,82,261,496,,839,7,8.025,15.65714286,41.32584051,40.19271502,576.3,526.1,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
618,37.2,111.38,43,0-50,1335,6690,713,,8738,66,331,713,,1110,7,6.85,14.51428571,41.50009903,40.35259788,595.5,543.1,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
619,37.3,111.38,56,51-100,1449,3299,381,,5129,56,127,381,,564,7,6.85,14.51428571,41.50009903,40.35259788,595.5,543.1,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
620,37.37,111.38,65,51-100,1625,6481,682,,8788,54,216,682,,952,7,6.125,13.85714286,41.60891699,40.44500479,601.5,548.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,8.15,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
621,37.4,111.34,69,51-100,442,2870,292,,3604,14,90,292,,396,7,7.35,15.2,41.42851832,40.256836,601.5,548.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
622,37.43,113.35,35,0-50,1587,4179,468,,6234,96,253,468,,817,7,6.125,13.85714286,41.60891699,40.44500479,674.2,612.4,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
623,37.47,111.72,52,51-100,2323,6121,647,,9091,96,252,647,,995,7,6.975,14.64285714,41.48156403,40.33462309,582.8,532,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
624,37.47,111.75,41,0-50,1951,5379,561,,7891,101,280,561,,942,7,6.975,14.64285714,41.48156403,40.33462309,582.8,532,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
625,37.48,111.43,48,0-50,1624,4400,453,,6477,72,196,453,,721,7,6.125,13.85714286,41.60891699,40.44500479,601.5,548.5,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
626,37.48,111.79,57,51-100,2502,6386,711,,9599,94,241,711,,1046,7,6.975,14.64285714,41.48156403,40.33462309,582.8,532,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
627,37.48,111.84,52,51-100,1276,4664,485,,6425,53,193,485,,731,7,8.525,16.2,41.25285311,40.11749641,539.4,494.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
628,37.48,111.9,45,0-50,1820,4515,371,,6706,107,266,186,,559,7,8.525,16.2,41.25285311,40.11749641,539.4,494.4,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
629,37.5,113.35,41,0-50,1595,4464,495,,6554,83,232,495,,810,7,6.85,14.48571429,41.49936381,40.35650927,639.6,583.2,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,28.8,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
630,37.52,111.79,50,0-50,1630,4642,343,,6615,87,249,172,,508,7,6.475,14.24285714,41.55725508,40.39093142,584.2,533.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
631,37.52,111.88,43,0-50,1335,3388,382,,5105,66,168,382,,616,7,7.558333333,15.31428571,41.39629216,40.24080141,555.9,509.2,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
632,37.57,111.68,46,0-50,1842,7233,782,,9857,86,336,782,,1204,7,6.475,14.24285714,41.55725508,40.39093142,584.2,533.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
633,37.58,111.7,47,0-50,1148,4864,524,,6536,52,222,524,,798,7,6.475,14.24285714,41.55725508,40.39093142,584.2,533.7,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
634,37.63,111.88,64,51-100,1952,5679,643,,8274,66,192,643,,901,7,7.558333333,15.31428571,41.39629216,40.24080141,555.9,509.2,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
635,37.67,111.45,48,0-50,921,4465,442,,5828,41,199,442,,682,5,4.741666667,15.18,41.81783154,40.2523192,614.1,485.3,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
636,37.67,111.88,71,51-100,871,3800,408,,5079,27,116,408,,551,7,5.75,13.51428571,41.66550073,40.493676,597.3,545,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,26.5,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
637,37.7,111.48,88,51-100,1452,7955,808,,10215,36,198,808,,1042,5,4.741666667,15.18,41.81783154,40.2523192,614.1,485.3,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
638,37.7,111.84,62,51-100,1657,5399,592,,7648,58,188,592,,838,7,5.75,13.51428571,41.66550073,40.493676,597.3,545,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,20.1,High,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
639,37.77,111.66,47,0-50,2067,6444,709,,9220,94,293,709,,1096,5,4.908333333,15.32,41.7924598,40.23276556,614,485.5,broadleaf,temperate forest,temperate typical deciduous broadleaved forest,10.35,Low,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
640,37.77,111.75,61,51-100,2170,8591,937,,11698,77,304,937,,1318,7,5.833333333,13.64285714,41.65368771,40.47564792,591.4,539.9,broadleaf,woodland/shrubland,temperate typical deciduous broadleaved forest,12.05,Med,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
